,h3,verzilting,bodemdaling,wateroverlast,boerenlandvogels,peilgebieden
2566,89196948b4bffff,0,0,0,0,0
2567,89196b86b4bffff,0,0,0,0,0
2568,8919694831bffff,0,0,0,1,0
2569,8919695894fffff,0,0,0,0,0
2570,89196949edbffff,0,0,0,0,0
2571,89196bb2263ffff,0,0,0,0,0
2572,89196949413ffff,0,0,0,0,0
2573,89196bb357bffff,0,0,0,0,0
2574,89196958b0fffff,0,0,0,0,0
2575,89196949e07ffff,0,1,0,1,0
2576,8919694a64fffff,0,1,1,1,0
2577,89196948b97ffff,0,0,0,0,0
2578,89196b86833ffff,0,0,0,0,0
2579,89196949dabffff,0,1,1,1,0
2580,8919694ab13ffff,0,1,0,0,0
2581,8919694b28bffff,0,0,0,0,0
2582,89196941357ffff,0,0,0,1,0
2583,89196949acbffff,0,0,0,1,0
2584,8919694aa93ffff,0,0,0,0,0
2585,8919694818bffff,0,0,0,1,0
2586,8919694a4c3ffff,0,0,0,0,0
2587,8919694a47bffff,0,0,0,0,0
2588,8919694a57bffff,0,1,1,0,0
2589,8919694ae73ffff,0,0,1,1,0
2590,89196949cabffff,0,1,0,1,0
2591,89196949c5bffff,0,1,0,1,0
2592,8919694b10fffff,0,0,0,0,0
2593,8919694b543ffff,0,1,1,1,0
2594,89196959977ffff,0,1,0,0,0
2595,8919694b1d3ffff,0,0,0,1,0
2596,8919694132bffff,0,0,0,0,0
2597,89196959b4fffff,0,1,1,0,0
2598,89196b86b6fffff,0,0,0,0,0
2599,891969488cfffff,1,0,0,1,0
2600,8919694899bffff,0,0,0,0,0
2601,89196bb300fffff,0,0,0,0,0
2602,8919694b423ffff,0,1,1,0,0
2603,8919694a853ffff,0,0,0,0,0
2604,8919695898bffff,0,0,0,0,0
2605,8919694ae2fffff,0,0,1,0,0
2606,89196941a47ffff,0,0,0,0,0
2607,891969481cfffff,0,0,0,0,0
2608,8919694a56fffff,0,0,1,0,0
2609,8919694aa6bffff,0,0,0,0,0
2610,8919694a073ffff,1,1,0,1,0
2611,89196948383ffff,0,0,0,1,0
2612,89196bb20cbffff,0,0,0,0,0
2613,8919694f6c3ffff,0,1,0,1,0
2614,89196949c2fffff,0,1,0,1,0
2615,89196b86b53ffff,0,0,0,0,0
2616,89196bb36cbffff,0,0,0,0,0
2617,89196bb356fffff,0,0,0,0,0
2618,89196bb345bffff,0,0,0,1,0
2619,89196948b73ffff,0,0,0,0,0
2620,89196b86b67ffff,0,0,0,0,0
2621,8919694826bffff,0,1,0,0,0
2622,89196bb3523ffff,0,0,0,0,0
2623,8919694ae17ffff,0,1,1,1,0
2624,8919694d653ffff,0,0,0,0,0
2625,8919694b0cfffff,0,0,0,0,0
2626,8919694a92bffff,0,0,1,0,0
2627,8919694e6cbffff,0,0,0,0,0
2628,89196bb3087ffff,0,0,0,0,0
2629,8919694f447ffff,0,0,0,1,0
2630,8919694a313ffff,0,1,0,1,0
2631,89196949b67ffff,0,0,0,1,0
2632,8919694a8b7ffff,0,0,0,0,0
2633,89196bb3487ffff,0,0,0,1,0
2634,8919694aac7ffff,0,0,1,0,0
2635,89196948533ffff,0,0,1,1,0
2636,89196948e5bffff,0,1,0,0,1
2637,8919694883bffff,0,0,0,0,0
2638,89196bb3613ffff,0,0,0,0,0
2639,8919694a5c3ffff,0,0,0,0,0
2640,8919694808bffff,0,0,0,1,0
2641,8919694b0bbffff,0,0,0,1,0
2642,89196bb202bffff,0,0,0,0,0
2643,8919694ab83ffff,0,0,0,0,0
2644,89196949953ffff,0,0,0,0,0
2645,8919694a243ffff,0,1,0,1,0
2646,8919694f613ffff,0,1,0,1,0
2647,8919694b153ffff,0,0,0,1,0
2648,89196948913ffff,0,0,0,0,0
2649,89196941337ffff,1,1,0,1,0
2650,891969494b7ffff,0,0,0,0,0
2651,8919694910bffff,0,1,0,1,0
2652,8919694a6abffff,0,0,0,0,0
2653,89196bb3423ffff,0,0,0,0,0
2654,89196959bc7ffff,0,1,0,1,0
2655,89196948cd3ffff,0,0,0,0,0
2656,8919694893bffff,0,0,1,0,0
2657,8919694a16fffff,1,0,0,1,0
2658,89196949d4fffff,0,1,1,1,0
2659,89196948b83ffff,0,0,0,0,0
2660,89196b84d53ffff,0,0,0,0,0
2661,89196948227ffff,0,0,0,1,0
2662,8919694b6a7ffff,0,0,0,1,0
2663,8919694909bffff,0,0,0,0,0
2664,89196949863ffff,0,0,0,1,0
2665,8919694ae13ffff,0,1,0,1,0
2666,89196948487ffff,0,1,0,0,0
2667,8919694122fffff,0,0,0,0,0
2668,8919694f68fffff,0,1,0,1,0
2669,8919694a277ffff,0,1,0,1,0
2670,8919694854fffff,0,0,0,1,0
2671,8919694844fffff,0,0,0,0,0
2672,89196958dafffff,0,0,0,1,0
2673,89196958993ffff,0,0,0,1,0
2674,89196bb26d3ffff,0,0,0,0,0
2675,8919694a807ffff,0,0,0,0,0
2676,8919694b3b3ffff,0,0,0,1,0
2677,89196949b4bffff,0,0,1,1,0
2678,89196b84c0bffff,0,0,0,0,0
2679,89196941207ffff,0,0,0,0,1
2680,89196949e6fffff,0,0,0,1,0
2681,891969498a3ffff,0,0,1,0,0
2682,891969491afffff,0,1,0,1,0
2683,891969495a7ffff,0,0,0,0,0
2684,8919694a347ffff,0,1,0,0,0
2685,891969599afffff,0,0,0,0,0
2686,89196958d73ffff,0,0,0,1,0
2687,8919694a463ffff,0,0,0,0,0
2688,8919694a9a7ffff,0,0,0,0,0
2689,8919694a2dbffff,0,1,0,1,0
2690,8919694b5a7ffff,0,1,1,1,0
2691,8919694b177ffff,0,0,0,0,0
2692,8919694a40fffff,0,0,0,0,0
2693,89196949a43ffff,0,0,0,0,0
2694,89196948e23ffff,1,0,0,1,0
2695,891969484b3ffff,0,0,0,0,0
2696,8919694a68bffff,0,0,0,0,0
2697,891969416afffff,0,0,0,0,0
2698,8919694940fffff,0,0,0,0,0
2699,891969485a3ffff,0,0,0,1,0
2700,8919694858fffff,0,0,1,1,0
2701,89196958dbbffff,0,0,0,1,0
2702,89196948a6fffff,1,0,1,0,0
2703,8919694b077ffff,0,0,0,0,0
2704,89196948e57ffff,0,1,0,1,0
2705,89196949e67ffff,0,1,0,1,0
2706,89196949b6fffff,0,0,0,0,0
2707,8919694b003ffff,0,0,0,0,0
2708,8919694ab2bffff,0,1,0,0,0
2709,89196959b73ffff,0,1,1,1,0
2710,89196bb34cfffff,0,0,0,1,0
2711,8919694ab93ffff,0,0,0,0,0
2712,8919694f59bffff,0,0,0,1,0
2713,8919694168fffff,0,0,0,0,0
2714,8919694adc3ffff,0,0,0,0,0
2715,89196bb2033ffff,0,0,0,0,0
2716,891969496bbffff,0,0,0,0,0
2717,8919694a083ffff,0,0,0,0,0
2718,89196bb358fffff,0,0,0,0,0
2719,891969483a7ffff,0,1,0,1,0
2720,8919694ab17ffff,0,1,0,0,0
2721,89196948503ffff,0,0,1,1,0
2722,8919694a593ffff,0,0,0,0,0
2723,89196b84c63ffff,0,0,0,0,0
2724,8919694a94bffff,0,0,0,0,0
2725,89196949ca3ffff,0,1,0,1,0
2726,89196bb244fffff,1,0,0,0,0
2727,89196bb3583ffff,0,0,0,0,0
2728,8919694f4c3ffff,0,0,0,0,0
2729,8919694a53bffff,0,0,0,0,0
2730,89196b84c87ffff,0,0,0,0,0
2731,89196949c7bffff,0,1,1,1,0
2732,8919694ae43ffff,0,1,1,1,0
2733,8919694aecbffff,0,1,1,1,0
2734,89196941253ffff,0,0,0,0,0
2735,8919694b14fffff,0,0,0,0,0
2736,89196bb3443ffff,0,0,0,1,0
2737,8919694916fffff,0,0,1,0,0
2738,89196949e93ffff,0,1,0,1,0
2739,8919694991bffff,0,0,0,0,0
2740,8919694885bffff,1,0,0,1,0
2741,89196948acfffff,0,0,0,0,0
2742,89196948957ffff,0,0,0,0,0
2743,8919694a3a3ffff,1,0,0,1,0
2744,891969480b7ffff,0,0,0,1,0
2745,89196941697ffff,0,0,0,0,0
2746,8919694b62bffff,0,0,0,0,0
2747,8919694b60bffff,0,0,0,0,0
2748,8919694b43bffff,0,1,1,0,0
2749,89196949d07ffff,0,1,1,1,0
2750,8919694b6cfffff,1,0,0,0,0
2751,8919694ac6fffff,0,0,0,0,0
2752,89196958d6fffff,0,0,0,1,0
2753,8919694e68bffff,0,0,0,1,0
2754,89196b86927ffff,0,0,0,1,0
2755,89196bb309bffff,0,0,0,0,0
2756,8919694a693ffff,0,0,0,0,0
2757,8919694a967ffff,0,0,0,0,0
2758,89196bb30b3ffff,0,0,0,0,0
2759,8919694d453ffff,0,0,1,0,0
2760,89196943213ffff,0,0,0,0,0
2761,89196959b67ffff,0,0,0,1,0
2762,8919694919bffff,0,0,0,0,0
2763,89196943273ffff,0,0,0,0,0
2764,8919694a67bffff,0,0,0,0,0
2765,89196948b67ffff,0,0,0,0,0
2766,8919694a92fffff,0,0,0,0,0
2767,89196bb2057ffff,0,0,0,0,0
2768,891969490a3ffff,0,0,0,0,0
2769,8919694a6cfffff,0,1,1,0,0
2770,89196948d6bffff,0,0,0,0,0
2771,89196948c4fffff,0,1,1,1,0
2772,8919694997bffff,0,0,0,1,0
2773,8919694ac8bffff,0,0,0,0,0
2774,89196949a6fffff,1,0,0,1,0
2775,89196b86963ffff,0,0,0,0,0
2776,891969495b7ffff,0,0,0,0,0
2777,89196bb3537ffff,0,0,0,0,0
2778,8919694d69bffff,0,0,1,0,0
2779,89196948193ffff,0,0,1,1,0
2780,89196bb36a3ffff,0,0,0,0,0
2781,891969488b7ffff,0,0,0,0,0
2782,89196949eb3ffff,0,1,1,1,0
2783,89196941313ffff,0,0,0,1,1
2784,89196bb30bbffff,1,0,0,0,0
2785,89196958b7bffff,0,0,0,0,0
2786,891969491cbffff,0,0,0,0,0
2787,89196b86d77ffff,0,0,1,0,0
2788,89196bb20c7ffff,0,0,0,0,0
2789,89196941283ffff,0,0,0,0,0
2790,8919694887bffff,0,0,0,0,0
2791,8919694f58fffff,0,1,0,0,0
2792,8919695994fffff,0,1,0,0,0
2793,8919694b6b3ffff,1,0,0,0,0
2794,8919694ab57ffff,0,1,0,0,0
2795,891969416a3ffff,0,0,0,0,0
2796,8919694b44bffff,1,0,0,0,0
2797,8919694a397ffff,0,0,0,0,0
2798,89196bb241bffff,0,0,0,0,0
2799,8919694a1a3ffff,0,0,1,0,0
2800,8919694a8b3ffff,0,0,0,0,0
2801,89196bb34a7ffff,1,0,0,0,0
2802,89196b848bbffff,0,0,0,0,0
2803,8919695880fffff,0,0,0,0,0
2804,8919694a9c3ffff,0,0,0,0,0
2805,89196948ecbffff,0,1,0,0,0
2806,89196949877ffff,0,0,1,0,0
2807,8919694e257ffff,0,1,0,1,1
2808,89196948d7bffff,0,0,0,0,0
2809,8919694128fffff,0,0,0,0,1
2810,8919694b02fffff,0,0,0,1,0
2811,89196b869b3ffff,0,0,1,0,0
2812,89196948ad3ffff,0,0,0,0,1
2813,8919694b147ffff,0,0,0,0,0
2814,8919694b4abffff,0,1,1,0,0
2815,89196bb34a3ffff,1,0,0,0,0
2816,89196949973ffff,0,0,0,0,0
2817,8919694b0d7ffff,0,0,0,1,0
2818,89196bb30d7ffff,0,0,0,0,0
2819,89196b9492fffff,0,0,0,0,0
2820,8919694824fffff,0,1,0,0,0
2821,89196958bcbffff,0,0,0,0,0
2822,89196949833ffff,1,0,1,0,0
2823,8919694a223ffff,0,1,1,0,0
2824,8919694814bffff,0,0,0,0,0
2825,89196b86bb3ffff,0,0,0,0,0
2826,89196941643ffff,0,0,0,0,0
2827,8919694b067ffff,0,0,0,0,0
2828,8919694130bffff,0,0,0,1,0
2829,89196948a17ffff,0,0,0,0,0
2830,89196949883ffff,0,1,1,1,0
2831,89196949a8bffff,0,0,0,1,0
2832,8919694a10bffff,1,0,0,1,0
2833,8919694a83bffff,0,0,0,0,0
2834,89196958b6fffff,0,0,0,0,0
2835,8919694827bffff,0,1,0,0,0
2836,89196941343ffff,0,0,0,1,1
2837,8919694894bffff,0,0,0,0,0
2838,8919694a8bbffff,0,0,0,0,0
2839,8919694ae9bffff,0,0,0,1,0
2840,8919694120bffff,0,0,0,0,0
2841,8919694ab53ffff,0,1,0,0,0
2842,8919694a2a7ffff,0,1,0,1,0
2843,8919694b41bffff,0,1,0,1,0
2844,8919694b493ffff,0,1,1,0,0
2845,8919694a48bffff,0,0,0,0,0
2846,8919694accbffff,0,0,0,1,1
2847,8919694a98fffff,0,0,0,0,0
2848,89196958d67ffff,0,0,0,1,0
2849,8919694ad67ffff,0,0,0,0,0
2850,8919694a943ffff,0,0,0,0,0
2851,89196948097ffff,0,0,0,1,0
2852,89196bb3573ffff,1,0,0,0,0
2853,8919694e6cfffff,0,0,0,0,0
2854,89196bb3453ffff,1,0,0,1,0
2855,8919694b237ffff,0,0,0,0,0
2856,8919694b34bffff,0,0,0,0,0
2857,89196948673ffff,0,0,0,0,0
2858,89196941b23ffff,0,0,0,0,0
2859,89196bb22afffff,0,0,0,0,0
2860,89196959b8fffff,0,1,0,0,0
2861,8919694a483ffff,0,0,0,0,0
2862,89196bb2357ffff,0,0,0,0,0
2863,89196948a87ffff,0,0,0,0,0
2864,8919694f5a3ffff,0,1,0,1,0
2865,8919694a287ffff,0,1,1,1,0
2866,8919694e653ffff,0,0,0,1,0
2867,8919694105bffff,0,0,0,0,0
2868,89196949157ffff,0,0,0,1,0
2869,891969490c7ffff,0,0,0,0,0
2870,89196949b0bffff,0,0,0,1,0
2871,8919694b537ffff,0,1,0,1,0
2872,89196bb2313ffff,0,0,0,0,0
2873,8919694986bffff,0,0,0,0,0
2874,89196bb36a7ffff,0,0,0,0,0
2875,8919694a3c3ffff,0,1,0,1,0
2876,8919695880bffff,0,0,0,0,0
2877,8919694f4b3ffff,0,0,0,1,0
2878,8919694a1dbffff,0,1,1,1,0
2879,8919694161bffff,0,0,0,0,0
2880,89196948853ffff,0,0,0,1,0
2881,89196b84c77ffff,0,0,0,0,0
2882,891969589cbffff,0,0,0,0,1
2883,89196b86b9bffff,0,0,0,0,0
2884,89196bb3553ffff,0,0,0,0,0
2885,8919695996bffff,0,1,1,0,0
2886,8919694b0abffff,0,0,0,1,0
2887,891969485d7ffff,0,0,0,1,0
2888,8919694a8d7ffff,0,0,0,0,0
2889,89196943263ffff,0,0,0,0,0
2890,8919694ae07ffff,0,0,0,1,0
2891,8919694980fffff,0,1,1,0,0
2892,8919694aa8bffff,0,0,0,0,0
2893,89196949a77ffff,1,0,0,1,0
2894,8919694ae5bffff,0,1,1,1,0
2895,8919694a987ffff,0,0,0,0,0
2896,89196948a9bffff,0,0,0,0,0
2897,8919694b42fffff,0,0,0,0,0
2898,8919694864fffff,0,0,0,0,0
2899,89196948b37ffff,0,0,0,0,0
2900,8919694852bffff,0,0,1,1,0
2901,89196b86bcfffff,0,0,0,0,0
2902,89196bb2413ffff,0,0,0,0,0
2903,8919694a2d3ffff,0,1,1,1,0
2904,8919694aeabffff,0,0,0,0,0
2905,89196948a07ffff,0,0,0,0,0
2906,89196948087ffff,0,0,0,1,1
2907,89196948d53ffff,0,1,0,0,0
2908,89196948093ffff,0,0,0,1,0
2909,89196b86b87ffff,0,0,0,0,0
2910,89196959bb7ffff,0,1,0,0,0
2911,89196b8686fffff,0,0,0,0,0
2912,8919694ad33ffff,0,0,0,0,0
2913,8919694ac0fffff,0,0,0,0,0
2914,8919694a533ffff,0,1,0,0,0
2915,8919694a9b3ffff,0,0,0,0,0
2916,8919694325bffff,0,0,0,1,0
2917,89196bb3483ffff,0,0,0,1,0
2918,89196bb3447ffff,0,0,0,0,0
2919,89196948253ffff,0,0,0,0,0
2920,8919694a28fffff,0,1,1,1,0
2921,89196bb23dbffff,0,0,0,0,0
2922,89196b86dabffff,0,0,0,0,0
2923,89196948953ffff,0,0,0,0,0
2924,89196941ecbffff,0,1,0,0,0
2925,8919694a6d3ffff,0,1,0,0,0
2926,8919694b5bbffff,0,1,1,1,0
2927,891969484afffff,0,0,0,0,0
2928,8919695882bffff,0,0,0,0,0
2929,8919694b13bffff,0,0,0,0,0
2930,89196949a07ffff,0,0,0,1,0
2931,89196949d6bffff,0,1,0,1,0
2932,89196958ab7ffff,0,0,1,0,0
2933,89196941213ffff,0,0,0,0,0
2934,89196959b0bffff,0,1,0,1,0
2935,89196948073ffff,0,0,0,0,0
2936,8919694aa17ffff,0,0,0,0,0
2937,8919694f453ffff,0,0,0,1,0
2938,8919694ac13ffff,0,0,0,0,0
2939,89196bb2657ffff,0,0,0,0,0
2940,8919694a96fffff,0,0,1,0,0
2941,8919695887bffff,0,0,0,0,0
2942,8919694863bffff,0,0,0,0,0
2943,89196941e43ffff,0,0,0,0,0
2944,8919694f6dbffff,0,0,0,1,0
2945,89196948617ffff,0,0,0,0,0
2946,89196948d3bffff,0,1,0,0,0
2947,8919694b303ffff,0,0,0,0,0
2948,89196948313ffff,0,0,0,1,0
2949,8919694988fffff,0,1,0,1,0
2950,89196948a73ffff,1,0,0,0,0
2951,89196bb254bffff,0,0,0,0,0
2952,891969483bbffff,0,0,0,1,0
2953,89196949bdbffff,0,0,0,1,0
2954,89196948397ffff,0,0,0,0,0
2955,89196b84c2fffff,0,0,0,0,0
2956,89196949e3bffff,0,1,0,0,0
2957,8919694addbffff,0,0,0,0,0
2958,89196bb30c7ffff,0,0,0,0,0
2959,89196949197ffff,0,0,0,0,1
2960,891969484d3ffff,0,1,0,1,0
2961,891969482dbffff,0,0,0,0,0
2962,89196bb358bffff,0,0,0,0,0
2963,8919694a897ffff,0,0,0,0,0
2964,891969412afffff,0,0,0,0,1
2965,89196b86b2fffff,0,0,0,0,0
2966,89196bb3557ffff,0,0,0,0,0
2967,8919694b457ffff,0,1,1,1,0
2968,89196958d0bffff,0,0,0,1,0
2969,8919694a677ffff,0,1,0,0,0
2970,89196949b8bffff,0,0,0,1,0
2971,8919694a123ffff,0,0,0,0,1
2972,8919694a8cbffff,0,0,0,0,0
2973,891969496b7ffff,0,0,0,0,0
2974,8919694b047ffff,0,0,1,0,0
2975,8919694858bffff,0,0,0,1,0
2976,8919694f6d3ffff,0,1,0,1,0
2977,8919694b2b7ffff,0,0,0,0,0
2978,8919694a91bffff,0,0,0,0,0
2979,89196bb20abffff,0,0,0,0,0
2980,8919694e65bffff,0,1,0,1,0
2981,89196b96927ffff,0,0,0,0,1
2982,8919694832fffff,0,1,0,1,0
2983,8919694b623ffff,0,0,0,0,0
2984,8919694882bffff,0,0,0,0,0
2985,89196949bbbffff,1,0,0,1,0
2986,89196b8696fffff,0,0,0,0,0
2987,891969588abffff,0,0,0,0,0
2988,89196949b73ffff,0,0,0,1,0
2989,8919694843bffff,0,0,1,1,0
2990,89196948c37ffff,0,1,0,0,0
2991,89196949b4fffff,0,0,1,1,0
2992,891969499cfffff,0,0,0,0,0
2993,8919694b583ffff,0,1,0,1,0
2994,89196bb24cfffff,0,0,0,0,0
2995,89196948ebbffff,0,1,0,1,0
2996,89196949637ffff,0,0,0,0,0
2997,8919694a9afffff,0,0,0,0,0
2998,89196b84c8fffff,0,0,0,0,0
2999,8919694aa6fffff,0,0,0,0,0
3000,89196948877ffff,0,0,0,0,0
3001,89196b84c6bffff,0,0,0,0,0
3002,8919694a02bffff,1,1,1,1,0
3003,8919694acd7ffff,1,0,0,0,1
3004,89196958b87ffff,0,0,0,0,0
3005,89196949e8bffff,0,1,0,1,0
3006,89196948b9bffff,0,0,0,0,0
3007,8919694b333ffff,0,0,0,0,0
3008,89196b86d37ffff,0,0,1,0,0
3009,8919694a603ffff,0,0,0,0,0
3010,891969495dbffff,0,0,0,0,0
3011,89196bb23cfffff,0,0,0,0,0
3012,8919694a227ffff,0,1,0,0,0
3013,8919694ab9bffff,0,0,0,0,0
3014,8919694b6c7ffff,0,0,0,0,0
3015,8919694aa47ffff,0,0,0,0,0
3016,89196949897ffff,0,1,1,1,0
3017,891969416cbffff,0,0,0,0,0
3018,8919694a09bffff,0,1,0,0,0
3019,89196949b7bffff,0,0,0,1,0
3020,8919694a573ffff,0,0,0,0,0
3021,8919694962bffff,0,0,1,0,0
3022,89196bb34abffff,0,0,0,0,1
3023,89196bb26afffff,0,0,0,0,0
3024,8919694b69bffff,0,0,0,0,0
3025,8919694b2a3ffff,0,0,1,0,0
3026,8919694a85bffff,0,0,1,0,0
3027,89196958873ffff,0,0,0,0,0
3028,8919694a4cbffff,0,0,0,0,0
3029,89196bb243bffff,0,0,0,0,0
3030,89196bb0493ffff,0,0,0,0,0
3031,8919694a837ffff,0,0,0,0,0
3032,891969412c7ffff,0,0,0,0,0
3033,8919694a4bbffff,0,0,0,0,0
3034,89196949a17ffff,0,0,0,1,0
3035,89196941b53ffff,0,0,0,0,0
3036,89196bb238fffff,0,0,0,0,0
3037,8919694ad17ffff,0,0,0,0,0
3038,89196bb2417ffff,0,0,0,0,0
3039,8919694837bffff,0,0,0,1,0
3040,8919694838fffff,0,0,0,1,0
3041,8919694ad07ffff,0,0,0,0,0
3042,89196949ddbffff,0,1,1,1,0
3043,8919694ab0bffff,0,1,0,0,0
3044,89196949b47ffff,0,0,1,1,0
3045,89196949cb3ffff,0,1,0,1,0
3046,89196bb2623ffff,0,0,0,0,0
3047,8919694a5cbffff,0,0,0,0,0
3048,89196bb3697ffff,0,0,0,0,0
3049,891969490cbffff,0,0,0,0,0
3050,89196b8696bffff,0,0,0,0,0
3051,89196bb2563ffff,0,0,0,0,0
3052,8919694a04bffff,0,1,0,0,0
3053,89196b84c73ffff,0,0,0,0,0
3054,89196bb34b7ffff,0,0,0,1,0
3055,8919694b483ffff,0,1,1,0,0
3056,8919694a68fffff,0,0,0,0,0
3057,8919694a873ffff,0,0,0,0,0
3058,8919694f463ffff,0,1,0,1,0
3059,8919694a4b3ffff,0,0,0,0,0
3060,89196b848a3ffff,0,0,0,0,0
3061,8919694a12bffff,0,0,0,1,1
3062,891969414c3ffff,0,0,0,0,0
3063,8919694a903ffff,0,0,0,0,0
3064,89196b86ab7ffff,0,0,1,0,0
3065,8919694a017ffff,0,1,0,0,0
3066,8919694ad93ffff,0,0,0,0,0
3067,89196958813ffff,0,1,1,0,0
3068,89196b86957ffff,0,0,0,0,0
3069,89196b86b57ffff,0,0,0,0,0
3070,89196bb25c3ffff,0,0,0,0,0
3071,8919694b16bffff,0,0,0,0,0
3072,8919694987bffff,0,1,0,0,0
3073,8919694a267ffff,0,1,0,0,0
3074,89196949c67ffff,0,1,0,1,0
3075,8919694a623ffff,0,1,0,0,0
3076,8919694b657ffff,1,0,0,0,0
3077,8919694860bffff,0,0,0,0,0
3078,89196948c87ffff,0,1,0,0,0
3079,89196b86aa3ffff,0,0,1,0,0
3080,89196bb3193ffff,0,0,0,0,0
3081,89196bb229bffff,0,0,0,0,0
3082,89196948933ffff,0,0,1,0,0
3083,8919694b157ffff,0,0,0,1,0
3084,8919694a32fffff,0,1,1,1,0
3085,89196bb3003ffff,1,0,0,0,0
3086,8919694e253ffff,0,1,0,1,0
3087,89196941e7bffff,0,0,0,0,0
3088,89196948143ffff,0,0,0,0,0
3089,8919694a093ffff,0,0,0,0,0
3090,8919694830fffff,0,1,0,1,0
3091,8919694f4afffff,0,0,0,1,0
3092,89196948b43ffff,0,0,0,0,0
3093,89196bb3093ffff,0,0,0,0,0
3094,89196948d4fffff,0,0,0,0,0
3095,8919694806fffff,0,0,0,0,0
3096,89196bb2297ffff,0,0,0,0,0
3097,89196948697ffff,0,0,0,0,0
3098,8919694b473ffff,0,1,0,0,0
3099,89196b84cbbffff,0,0,0,0,0
3100,8919694f4bbffff,0,0,0,1,0
3101,8919694b4c7ffff,0,1,1,0,0
3102,89196949c13ffff,0,1,0,1,0
3103,8919694ad63ffff,0,0,0,0,0
3104,891969413cfffff,0,0,0,1,0
3105,8919694aa0bffff,0,0,0,0,0
3106,8919694a63bffff,0,0,1,0,0
3107,8919694ac7bffff,0,0,1,0,0
3108,8919695997bffff,0,1,0,0,0
3109,8919694b1bbffff,0,1,0,1,0
3110,89196948e7bffff,0,0,0,0,0
3111,8919694ae27ffff,0,0,1,0,0
3112,89196bb351bffff,0,0,0,0,0
3113,89196959973ffff,0,1,0,0,0
3114,89196948197ffff,0,0,0,1,0
3115,89196bb308fffff,1,0,0,0,0
3116,89196bb3593ffff,0,0,0,0,0
3117,89196958d77ffff,0,0,0,1,0
3118,8919694aa7bffff,0,0,0,0,0
3119,8919694b16fffff,0,0,0,0,0
3120,8919694f597ffff,0,1,0,0,0
3121,89196bb3517ffff,0,0,0,0,0
3122,89196bb36dbffff,0,0,0,0,0
3123,89196b86b63ffff,0,0,0,0,0
3124,8919694abcfffff,0,0,0,0,0
3125,8919694b02bffff,0,0,0,1,0
3126,89196949b53ffff,0,0,0,1,0
3127,8919694956bffff,0,0,0,0,0
3128,89196949bd7ffff,0,0,0,1,0
3129,891969499c7ffff,0,0,0,0,0
3130,8919694abc3ffff,0,0,0,0,0
3131,8919694b4cbffff,0,0,1,1,0
3132,89196949697ffff,0,0,0,0,0
3133,8919694ac93ffff,0,0,0,0,1
3134,89196b96937ffff,0,0,0,0,0
3135,891969482b7ffff,0,0,0,0,0
3136,89196949e13ffff,0,1,0,0,0
3137,8919694b6bbffff,0,0,0,0,0
3138,8919694acc7ffff,1,0,0,0,0
3139,89196bb24a7ffff,0,0,0,0,0
3140,891969589afffff,0,0,0,0,0
3141,89196bb3497ffff,0,0,0,1,0
3142,8919695993bffff,0,1,0,0,0
3143,8919694ab5bffff,0,1,0,0,0
3144,8919694a3b3ffff,0,1,0,1,0
3145,8919694aeafffff,0,0,0,0,0
3146,8919694b083ffff,0,0,0,1,0
3147,89196b84d5bffff,0,0,0,0,0
3148,8919694a147ffff,1,1,0,1,0
3149,89196bb2653ffff,0,0,0,0,0
3150,8919694aaa7ffff,0,0,0,0,0
3151,8919694b61bffff,1,0,0,0,1
3152,89196948303ffff,0,1,0,1,0
3153,8919695996fffff,0,1,0,0,0
3154,8919694823bffff,0,1,0,0,0
3155,8919694809bffff,0,0,0,1,0
3156,8919694b013ffff,0,0,0,0,0
3157,8919694b22bffff,1,0,0,0,0
3158,891969480d3ffff,0,0,0,0,0
3159,8919694a03bffff,1,1,1,1,0
3160,8919694a35bffff,0,1,0,0,0
3161,8919694a413ffff,0,0,0,0,0
3162,89196b8694fffff,0,0,0,0,0
3163,89196948883ffff,0,0,1,1,0
3164,8919694b217ffff,1,0,0,0,0
3165,89196948ca3ffff,0,1,1,0,0
3166,8919694b633ffff,0,0,0,0,0
3167,89196bb3547ffff,0,0,0,0,0
3168,89196949043ffff,0,0,0,0,0
3169,89196b84cb7ffff,0,0,0,0,0
3170,8919694a977ffff,0,0,0,0,0
3171,89196958b57ffff,0,0,0,0,0
3172,89196949903ffff,0,0,0,0,0
3173,8919694135bffff,0,0,0,0,0
3174,89196b8688bffff,0,0,1,1,0
3175,8919694a64bffff,0,1,1,1,0
3176,89196949e2bffff,0,1,1,1,0
3177,8919694a637ffff,0,1,0,0,0
3178,891969481b7ffff,0,0,0,0,0
3179,89196949957ffff,0,0,0,0,0
3180,89196bb2637ffff,0,0,0,0,0
3181,89196959b2bffff,0,0,1,0,0
3182,89196bb204bffff,0,0,0,0,0
3183,8919694f5c3ffff,0,0,0,1,0
3184,89196948b87ffff,0,0,0,0,0
3185,89196959b2fffff,0,1,0,1,0
3186,89196bb2457ffff,0,0,0,0,0
3187,8919694825bffff,0,0,0,0,0
3188,89196b86bd7ffff,0,0,0,0,0
3189,8919694b437ffff,0,0,0,0,0
3190,89196941e4bffff,0,0,0,0,0
3191,8919694a19bffff,1,0,0,0,0
3192,8919694b32fffff,0,0,0,0,0
3193,89196b8684fffff,0,0,1,0,0
3194,89196bb34afffff,1,0,0,0,0
3195,8919694953bffff,0,0,0,0,0
